1,6,4,4,2,40,40,40,1,0
2,8,4,4,2,46,46,46,1,0
3,10,4,4,2,80,0,0,1,0
4,5,4,4,2,40,40,0,2,0
5,5,4,4,2,40,40,0,0.5,0
